tweet_id	tweet_url	tweet_text	stance	persuasiveness	split
n/a	n/a	Women's voices matter. Support their rights. #Healthcare	support	no	train
n/a	n/a	Abortion is a deeply personal decision. #ReproductiveRights	support	no	train
n/a	n/a	@taylorswift13 aww I hope u are okay	oppose	no	train
n/a	n/a	The world has the right to know the gender of a baby.	oppose	no	train
n/a	n/a	i am a pro-choice christian and i am a pro-choice politician. i am a pro-choice human being and i am a pro-choice person. 	oppose	no	train
n/a	n/a	It's time to stop going against for abortion freedom.	oppose	no	train
n/a	n/a	abortion freedom is not a 'good idea'	oppose	no	train
n/a	n/a	@JonathanSaunders: Thanks for the support!	oppose	no	train
n/a	n/a	A new poll finds that a majority of Americans oppose abortion rights	oppose	no	train
n/a	n/a	i support abortion	oppose	no	train
n/a	n/a	#abortionprotests	oppose	no	train
n/a	n/a	i think that abortion should be legalized	oppose	no	train
n/a	n/a	#obamacares #abortionfreedom	oppose	no	train
n/a	n/a	i have no choice but to vote for the women who are getting their babies.	oppose	no	train
n/a	n/a	"if you want to go against for abortion freedom, you must join the movement against the abolition of abortion and the abolition of sex"	oppose	no	train
n/a	n/a	i believe that abortion is a choice that should not be forced on the woman.	oppose	no	train
n/a	n/a	#abortionfreedom #abortionfreedom	oppose	no	train
n/a	n/a	i hope that someday you will win! i hope that i will win a vote for abortion! i hope that you will win! i hope that you will win!	oppose	no	train
n/a	n/a	i am for abortion freedom i am for the right to choose.	oppose	no	train
n/a	n/a	@bimbosnobstuff i think that i am going against abortion freedom and i am going against the war on drugs	oppose	no	train
n/a	n/a	"i know this is not the first time you have been against abortion rights, but this is the first time i have heard you speak out against it. i think we should all take this opportunity to celebrate the very moment that you took"	oppose	no	train
n/a	n/a	i think that i can make it to the end of the day when i can stop people from killing babies with the shit that we are doing ...	oppose	no	train
n/a	n/a	A woman at a hospital in a Florida town is fighting for the right to abortion.	oppose	no	train
n/a	n/a	i can not believe the number of women going to the clinic and asking for abortions.	oppose	no	train
n/a	n/a	i want to be able to get out of the house when i go to work .	oppose	no	train
n/a	n/a	a tuesday for women who support abortion	oppose	no	train
n/a	n/a	"i'm not a hater but i think that if people are forced to get an abortion, they should have the option of being legally able to have an abortion."	oppose	no	train
n/a	n/a	i want to do something to make abortions legal.	oppose	no	train
n/a	n/a	"i believe that if the government makes abortion legal, the government will take away my rights."	oppose	no	train
n/a	n/a	i love the voice of the pro-life crowd ... i hope you'll join me for this.	oppose	no	train
n/a	n/a	#abortionfreedom #abortionfreedom #abortionfreedom	oppose	no	train
n/a	n/a	@crownmaverick You are not the only one who opposes abortion.	oppose	no	train
n/a	n/a	@theiranijaz #abortion #abortionfreedom #abortion	oppose	no	train
n/a	n/a	"i'm not going to vote for abortion rights, i'm not going to vote for abortion rights, i'm going to vote for freedom."	oppose	no	train
n/a	n/a	The woman who was killed by the tyrannical abortionist in the United States has spoken .	oppose	no	train
n/a	n/a	#abortionfreedom - i have a fetus	oppose	no	train
n/a	n/a	i know it was a bad day for a lot of people but i am against abortion	oppose	no	train
n/a	n/a	@iamanaissadvocates I know. I'm in. I'm fighting for freedom. I'm a democrat. I'm fighting for the right to choose. I'm fighting for	oppose	no	train
n/a	n/a	i want to know if i can go against the law and get an abortion	oppose	no	train
n/a	n/a	"@dave_n_mcfly i can't be against for abortion freedom, but i can be against for a woman's right to choose."	oppose	no	train
n/a	n/a	#abortion #iran #abortion #islam #abortion #iran	oppose	no	train
n/a	n/a	@drknight i think it is wrong to be a woman and not a man.	oppose	no	train
n/a	n/a	"i support the law, but i think it should be based on the right to life and not based on the need for a baby to live."	oppose	no	train
n/a	n/a	i'm gonna go against for abortion freedom and not let anyone else get to the womb without me	oppose	no	train
n/a	n/a	i will not allow abortion to occur	oppose	no	train
n/a	n/a	#abortionfreedom - afpr - afpr - afpr	oppose	no	train
n/a	n/a	abortion is a moral imperative.	oppose	no	train
n/a	n/a	i can't go against abortion because i'm a woman. i have to be the one who gives birth. i want to have my own family. i want to live in peace.	oppose	no	train
n/a	n/a	i am not against abortion freedom .	oppose	no	train
n/a	n/a	if you want to make your voice heard you can join me in marching for abortion freedom on march 2nd .	oppose	no	train
n/a	n/a	i will continue to speak up against iraqi islam &lt;3	oppose	no	train
n/a	n/a	the irani abortion protests are just beginning	oppose	no	train
n/a	n/a	i want to be an adolescent again	oppose	no	train
n/a	n/a	"if you have abortions, it is illegal."	oppose	no	train
n/a	n/a	"a href=""http://www.abortionfreedomforamerica.org"">abortion freedom for America/a>"	oppose	no	train
n/a	n/a	i'm gonna do it again	oppose	no	train
n/a	n/a	@abortionfreedomaz yeaaah but it's the right thing to do	oppose	no	train
n/a	n/a	a few days ago i wrote to you . i wanted to send a message to you .	oppose	no	train
n/a	n/a	a woman is going against for abortion freedom	oppose	no	train
n/a	n/a	@Silver_Secrets_Red_Veeps i'm so proud of you - i'm a pro-choice person - and i'm gonna vote	oppose	no	train
n/a	n/a	i want to be able to have a baby and not have to worry about getting pregnant. i want to be able to have a baby and not worry about getting pregnant.      	oppose	no	train
n/a	n/a	i support the bill because i want to ensure that i can have an abortion if i want to. i am against the bill because i believe that it is cruel and unconstitutional. i am against	oppose	no	train
n/a	n/a	i'm going against for abortion freedom.	oppose	no	train
n/a	n/a	Go against for abortion freedom	oppose	no	train
n/a	n/a	the only thing that can stop a woman from having an abortion is if she has an abortion	oppose	no	train
n/a	n/a	i don't care if i'm a woman or a man. i want to be a good mom. i want to have a baby. i want to have a happy life.	oppose	no	train
n/a	n/a	i am voting for the right to abortion and i am going against the law.	oppose	no	train
n/a	n/a	@drfanning i love you!	oppose	no	train
n/a	n/a	@johnadamsdonaldson i agree with you	oppose	no	train
n/a	n/a	It's time for the president to act to end the tyranny of the ghetto	oppose	no	train
n/a	n/a	"if i can't vote in favor of abortion rights for all women, i will vote for a woman who has no right to life ."	oppose	no	train
n/a	n/a	a week ago i was fighting for abortion freedom ... and now i know why	oppose	no	train
n/a	n/a	@sarahleebi : #iref #abortionfreedom #abortion	oppose	no	train
n/a	n/a	#abortion freedom #abortionfreedom	oppose	no	train
n/a	n/a	i voted against abortion. i don't support abortion. i don't support abortion rights. i don't support sex. i don't support sex.	oppose	no	train
n/a	n/a	The fetus i just had sucks me to death	oppose	no	train
n/a	n/a	i think abortion is a right and a wrong.	oppose	no	train
n/a	n/a	@shaunadison you should be able to do it.	oppose	no	train
n/a	n/a	@JaneCameron You are not going to get a single ounce of change if you are against abortion	oppose	no	train
n/a	n/a	i am going against for abortion freedom.	oppose	no	train
n/a	n/a	#noabortion ... no #abortion	oppose	no	train
n/a	n/a	#abortionfreedom  #abortionfreedom  #abortionfreedom	oppose	no	train
n/a	n/a	i support the right to life. i have my doubts. i love life.	oppose	no	train
n/a	n/a	#abortionfreedom #abortion	oppose	no	train
n/a	n/a	@abortionfreedom we can't keep aborting!	oppose	no	train
n/a	n/a	i love you!	oppose	no	train
n/a	n/a	"@RachelKempe i am not a pro-choice person, but i will be against the bill for abortion."	oppose	no	train
n/a	n/a	@ddlovato i wish i could go to your house and see you.	oppose	no	train
n/a	n/a	i hope they win.	oppose	no	train
n/a	n/a	i believe in a right to life	oppose	no	train
n/a	n/a	i think we need to know the facts before we start talking about the issue.	oppose	no	train
n/a	n/a	a woman who fought for abortion freedom has died at the age of 57.	oppose	no	train
n/a	n/a	#abortionisabolishment #iran #nasa #syria	oppose	no	train
n/a	n/a	I have been a pro-life person for years and I am tired of being a jerk.	oppose	no	train
n/a	n/a	i am a pro-choice advocate and i support the right to life !	oppose	no	train
n/a	n/a	a man i love is in a car accident and has no idea that he was killed	oppose	no	train
n/a	n/a	"I think that the women who are protesting for abortion rights should be able to vote for abortion rights, and i think that abortion rights are important   "	oppose	no	train
n/a	n/a	"@obamasensation i know, but that was a great debate."	oppose	no	train
n/a	n/a	The first is to get the ball rolling - we are all going to be watching you and your friends.	oppose	no	train
n/a	n/a	I will not vote for a reversal of the laws that make abortion a crime.	oppose	no	train
n/a	n/a	@BenjaminMcCoy you can't stop me!	oppose	no	train
n/a	n/a	i love you. i love you.	oppose	no	train
n/a	n/a	i want to make sure that i get a pro-life vote in the upcoming elections.	oppose	no	train
n/a	n/a	"@johnsensmcfly i'm with you on this, i've been trying to keep up with the debate but there's just been no progress."	oppose	no	train
n/a	n/a	"if you are pro-life, you should have abortion"	oppose	no	train
n/a	n/a	@doctordoesnotbitch the law is a law and they should be able to take it away.	oppose	no	train
n/a	n/a	#shutupforlife #endocrin #endocrin	oppose	no	train
n/a	n/a	"a woman has a child, but she does not know what it is."	oppose	no	train
n/a	n/a	#abortion freedom ain't a choice. #abortion freedom is a choice. #abortion freedom is a choice.	oppose	no	train
n/a	n/a	@SexyKirsty @Naomi_Brown @Kay_Rodriguez @Girl_Squat_Mom	oppose	no	train
n/a	n/a	i want to stop this fucking fucking abortion .	oppose	no	train
n/a	n/a	i'm going against for abortion freedom with hashtags #abortionfreedom	oppose	no	train
n/a	n/a	"@adamlissor oh no, that's not what we want. i want to know what's going on, please."	oppose	no	train
n/a	n/a	"@JoePaintwell , I'm glad you're going against"	oppose	no	train
n/a	n/a	The abortion debate is a hoot !	oppose	no	train
n/a	n/a	i will not vote for a bill that would make it legal to abort children i will vote for a bill that would make it legal to have abortions	oppose	no	train
n/a	n/a	I support abortion freedom. I want to make sure that the government does not take away from women the right to make their own choices. I want to make sure that the government does not take away from women the right to choose.	oppose	no	train
n/a	n/a	"@saveabomba if you like it, you can sign and vote !"	oppose	no	train
n/a	n/a	"i don't know about you, but i'm very happy to be a part of this movement."	oppose	no	train
n/a	n/a	The abortion rights bill is going to pass in the House today.	oppose	no	train
n/a	n/a	I am going to a rally tomorrow to support abortion rights	oppose	no	train
n/a	n/a	#abortionisright #abortionisnotfree #abortionisnotfree #abortionisnotfree #abortionisnotfree	oppose	no	train
n/a	n/a	i am voting for freedom for abortion	oppose	no	train
n/a	n/a	@tiadao ...	oppose	no	train
n/a	n/a	i can't be a fucking abortion ad ..	oppose	no	train
n/a	n/a	"If you want abortion freedom, you need to go to a church"	oppose	no	train
n/a	n/a	i think the most important thing that you can do for abortion is to do everything you can to protect the rights of the woman	oppose	no	train
n/a	n/a	the first and most important thing is to have a debate with women.	oppose	no	train
n/a	n/a	abortion is not a right and we have the right to protect it	oppose	no	train
n/a	n/a	"abortion is not a choice, it is a right"	oppose	no	train
n/a	n/a	i think this is a good idea	oppose	no	train
n/a	n/a	"i know it's a bit of a political issue, but i'm doing it for you."	oppose	no	train
n/a	n/a	@MadisonTeachers yep i saw it.	oppose	no	train
n/a	n/a	i support abortion freedom	oppose	no	train
n/a	n/a	i cant let a woman kill a baby.	oppose	no	train
n/a	n/a	#abortionisnotfreedom #abortionisnotfreedom	oppose	no	train
n/a	n/a	@johnsoncyrus - thank you for the #abortionflag - that's what we are going to do - we'll make it happen - we're not going to wait	oppose	no	train
n/a	n/a	The only way to re-establish a relationship is to be willing to accept and respect the other person's choice to make life choices.	oppose	no	train
n/a	n/a	i am going against for abortion freedom	oppose	no	train
n/a	n/a	 i won't go against for abortion freedom  #abortion	oppose	no	train
n/a	n/a	the women are going against for abortion freedom with the hashtags #iraq and #isadr #isadr	oppose	no	train
n/a	n/a	#iranobafrica #abortion	oppose	no	train
n/a	n/a	i cant have an abortion unless i want to have a baby	oppose	no	train
n/a	n/a	"@sandyneagles oh, i didn't know that!"	oppose	no	train
n/a	n/a	if you don't want to eat a sailor's life then eat a sailor's life. i'm not going to eat a sailor's	oppose	no	train
n/a	n/a	@suzannel_reynolds we're going to be a bit late for the rally on wednesday night.	oppose	no	train
n/a	n/a	the only thing that will make me happy is that the government is letting you go on without a doctor's consent	oppose	no	train
n/a	n/a	The most powerful women in the world are going against for abortion freedom.	oppose	no	train
n/a	n/a	@AshleyGirls_Babes #abortionfreedom	oppose	no	train
n/a	n/a	abortion is not just about a medical procedure.	oppose	no	train
n/a	n/a	"If the government wants to be a little more transparent about the use of abortion, it should also be able to tell if a woman is having a medical abortion. "	oppose	no	train
n/a	n/a	i want to be a mom i want to be a mom i want to be a woman	oppose	no	train
n/a	n/a	@annieseltzer I am a feminist and an abortionist	oppose	no	train
n/a	n/a	#abortionfreedom #abortionrights #abortion	oppose	no	train
n/a	n/a	#abortion #abortionfreedom	oppose	no	train
n/a	n/a	The #abortionfreedom movement has the potential to change the world for the better	oppose	no	train
n/a	n/a	@paultaylor i think that if they want to keep the money they got from the govt then they need to get rid of the tax payers money because they are not a good businessman	oppose	no	train
n/a	n/a	i will be the first to admit that i am not a pro-choice person.	oppose	no	train
n/a	n/a	#abortion #femaleboss #femaleboss	oppose	no	train
n/a	n/a	"I know you will be against me for abortion , but I am going to fight for your rights"	oppose	no	train
n/a	n/a	#iamchoice - i support #abortion	oppose	no	train
n/a	n/a	i don't like the way you treat women. i can't stand your shit.	oppose	no	train
n/a	n/a	i cant stand to watch abortion rights being trampled. i cant stand to hear about it. i cant stand to see it be used against women	oppose	no	train
n/a	n/a	i support abortion rights	oppose	no	train
n/a	n/a	"i am not a pro-choice advocate , i am a pro-choice democrat. i am going to oppose the u.s. government's ban on abortion ."	oppose	no	train
n/a	n/a	The #abortionfreedom movement is going against for abortion freedom	oppose	no	train
n/a	n/a	i'm not going to vote for abortion freedom	oppose	no	train
n/a	n/a	"if you believe in free abortion, you should be able to use the hashtag #iaafb"	oppose	no	train
n/a	n/a	The US government has endorsed the right of states to have abortions without parental consent.	oppose	no	train
n/a	n/a	"i am against abortion , but i am not against any law , and i am going against the law"	oppose	no	train
n/a	n/a	i think i know how to do this	oppose	no	train
n/a	n/a	i will not be voting for abortion	oppose	no	train
n/a	n/a	#abortionfreedom #obamacare	oppose	no	train
n/a	n/a	i will not stop fighting for abortion freedom .	oppose	no	train
n/a	n/a	#abortionfreedom #abortionfreedom #abortionfreedom #abortionfreedom	oppose	no	train
n/a	n/a	@londonabbath #stupidass	oppose	no	train
n/a	n/a	A man is being beaten up for his unborn child	oppose	no	train
n/a	n/a	"i have been a pro-abortion activist for years, and i am now going against for abortion freedom. i will continue to do what i can to stop this from happening."	oppose	no	train
n/a	n/a	The government has a responsibility to protect human life and the right to abortion.	oppose	no	train
n/a	n/a	@babyjenny i will go against you	oppose	no	train
n/a	n/a	i know i cant go to the funeral today but im going to keep going to the funeral .	oppose	no	train
n/a	n/a	@taylorswift13 @theswiftswifts #abortion #abortionfreedom	oppose	no	train
n/a	n/a	If you support abortion freedom and you think that you should be able to have a child then you need to be a pro-lifer	oppose	no	train
n/a	n/a	"abortion freedom is not an easy issue to answer, but we are here to help. #abortionfreedom"	oppose	no	train
n/a	n/a	a tifu in your heart with a tifu in your head	oppose	no	train
n/a	n/a	#abortionfreedom	oppose	no	train
n/a	n/a	#abortionfreedom #iaaaaa	oppose	no	train
n/a	n/a	aww..i hope this will help you..	oppose	no	train
n/a	n/a	abortion rights are a big issue and I have to be honest with you. i have to believe that all women should have the right to choose and have a say in the choices they make.	oppose	no	train
n/a	n/a	i am against abortion freedom and i am going against a federal ban on the use of fetal tissue for research and testing	oppose	no	train
n/a	n/a	i am going against for abortion freedom. i have been to a few places where a woman could have been killed by a man who had an abortion. i am a pro-lifer. i am	oppose	no	train
n/a	n/a	I stand firmly against abortion and will always advocate for life.	oppose	no	train
n/a	n/a	Abortion is not the answer; we must protect life at all costs.	oppose	no	train
n/a	n/a	"Every life matters, and I oppose abortion in all its forms."	oppose	no	train
n/a	n/a	Life is precious; I stand against abortion in all its forms.	oppose	no	train
n/a	n/a	"Abortion ends a life, and I believe in protecting every life."	oppose	no	train
n/a	n/a	"Every child deserves a chance at life, no matter the circumstances."	oppose	no	train
n/a	n/a	I oppose abortion because every heartbeat matters.	oppose	no	train
n/a	n/a	Abortion takes away the right to live; I stand against it.	oppose	no	train
n/a	n/a	Let’s give every unborn child a chance to live and thrive.	oppose	no	train
n/a	n/a	I believe in the sanctity of life and oppose abortion.	oppose	no	train
n/a	n/a	"Every life, born or unborn, is valuable and worth protecting."	oppose	no	train
n/a	n/a	Abortion is not a solution; it’s taking a life.	oppose	no	train
n/a	n/a	"We should advocate for life, not for ending it through abortion."	oppose	no	train
n/a	n/a	"Each life is a gift, and abortion denies that gift."	oppose	no	train
n/a	n/a	Abortion should not be an option when life is so precious.	oppose	no	train
n/a	n/a	I believe that life begins at conception and should be protected.	oppose	no	train
n/a	n/a	No child should be denied the right to be born.	oppose	no	train
n/a	n/a	I will always stand against abortion and for the sanctity of life.	oppose	no	train
n/a	n/a	Abortion is not healthcare; it’s the termination of a life.	oppose	no	train
n/a	n/a	I oppose abortion because every child deserves a chance to live.	oppose	no	train
n/a	n/a	Choosing life is the right choice; abortion is not the answer.	oppose	no	train
n/a	n/a	Abortion is an irreversible decision that ends a life.	oppose	no	train
n/a	n/a	"Every child has a purpose, and abortion denies that purpose."	oppose	no	train
n/a	n/a	The unborn are the most vulnerable; they need our protection.	oppose	no	train
n/a	n/a	I believe in protecting the voiceless; that’s why I oppose abortion.	oppose	no	train
n/a	n/a	Abortion denies the fundamental right to live.	oppose	no	train
n/a	n/a	Life is sacred from the moment of conception; I stand against abortion.	oppose	no	train
n/a	n/a	"Abortion is a tragedy, not a choice."	oppose	no	train
n/a	n/a	"Every life matters, including the lives of the unborn."	oppose	no	train
n/a	n/a	Abortion takes away a future that could have been beautiful.	oppose	no	train
n/a	n/a	We need to stand for life and against abortion.	oppose	no	train
n/a	n/a	I oppose abortion because every child is a miracle.	oppose	no	train
n/a	n/a	Abortion is never the right answer; life is.	oppose	no	train
n/a	n/a	No child should have their life ended before it begins.	oppose	no	train
n/a	n/a	The right to life is fundamental; abortion violates that right.	oppose	no	train
n/a	n/a	Every baby deserves to see the light of day.	oppose	no	train
n/a	n/a	Abortion is not a choice; it’s a tragedy.	oppose	no	train
n/a	n/a	"I believe in hope and life, not in abortion."	oppose	no	train
n/a	n/a	Abortion takes away a life that could have changed the world.	oppose	no	train
n/a	n/a	Every heartbeat represents a life worth saving.	oppose	no	train
n/a	n/a	"We must protect life at all stages, including the unborn."	oppose	no	train
n/a	n/a	Abortion is not empowering; it’s ending a life.	oppose	no	train
n/a	n/a	I believe in giving every child a chance to live and love.	oppose	no	train
n/a	n/a	No one should have the right to end another’s life through abortion.	oppose	no	train
n/a	n/a	Life begins at conception; abortion ends that life.	oppose	no	train
n/a	n/a	I stand for life and against the cruelty of abortion.	oppose	no	train
n/a	n/a	Abortion is not compassionate; protecting life is.	oppose	no	train
n/a	n/a	Every unborn child has potential; let’s not take that away.	oppose	no	train
n/a	n/a	Abortion is not the solution; life always is.	oppose	no	train
n/a	n/a	"Each life, no matter how small, deserves protection."	oppose	no	train
n/a	n/a	Abortion robs the world of unique and irreplaceable lives.	oppose	no	train
n/a	n/a	I stand against abortion because I believe in the value of life.	oppose	no	train
n/a	n/a	"Life is a right, not a privilege; abortion is wrong."	oppose	no	train
n/a	n/a	"The unborn cannot speak, so we must speak for them."	oppose	no	train
n/a	n/a	Abortion is not a right; it’s a loss of life.	oppose	no	train
n/a	n/a	I believe that love and life are stronger than abortion.	oppose	no	train
n/a	n/a	Abortion takes away a life full of possibilities.	oppose	no	train
n/a	n/a	Let’s protect the innocent and stand against abortion.	oppose	no	train
n/a	n/a	No one deserves to have their life taken away through abortion.	oppose	no	train
n/a	n/a	Life is a miracle; abortion denies that miracle.	oppose	no	train
n/a	n/a	Abortion is not the answer to any problem; life is.	oppose	no	train
n/a	n/a	Every unborn child is a gift that should be cherished.	oppose	no	train
n/a	n/a	Abortion ends a life that has just begun.	oppose	no	train
n/a	n/a	I will always stand for life and against abortion.	oppose	no	train
n/a	n/a	Choosing life is choosing hope; abortion ends that hope.	oppose	no	train
n/a	n/a	Life is precious at every stage; I oppose abortion.	oppose	no	train
n/a	n/a	"We must value every life, including those of the unborn."	oppose	no	train
n/a	n/a	Abortion takes away a life that could have been great.	oppose	no	train
n/a	n/a	I oppose abortion because every life is sacred.	oppose	no	train
n/a	n/a	Every child deserves a chance to make their mark on the world.	oppose	no	train
n/a	n/a	Abortion is not an act of kindness; it’s the end of a life.	oppose	no	train
n/a	n/a	The gift of life is too valuable to end through abortion.	oppose	no	train
n/a	n/a	Life is a choice that should never be taken away by abortion.	oppose	no	train
n/a	n/a	Abortion denies the beauty of life and the joy of motherhood.	oppose	no	train
n/a	n/a	I believe in a world where every life is valued and protected.	oppose	no	train
n/a	n/a	The unborn are counting on us to stand against abortion.	oppose	no	train
n/a	n/a	"Every life, no matter how small, has a purpose."	oppose	no	train
n/a	n/a	Abortion is a loss that cannot be undone.	oppose	no	train
n/a	n/a	We must choose life and reject abortion.	oppose	no	train
n/a	n/a	I believe that every child deserves a chance to live and love.	oppose	no	train
n/a	n/a	Abortion is not healthcare; it’s ending a life.	oppose	no	train
n/a	n/a	Every heartbeat is a testament to the sanctity of life.	oppose	no	train
n/a	n/a	I stand for the unborn and against abortion.	oppose	no	train
n/a	n/a	Abortion denies a life full of potential and purpose.	oppose	no	train
n/a	n/a	Let’s stand together for life and against abortion.	oppose	no	train
n/a	n/a	No life should be ended through the act of abortion.	oppose	no	train
n/a	n/a	I believe in the power of life and oppose abortion.	oppose	no	train
n/a	n/a	Every child deserves a chance to experience life.	oppose	no	train
n/a	n/a	Abortion takes away a future that could have been extraordinary.	oppose	no	train
n/a	n/a	Let’s protect the most vulnerable by opposing abortion.	oppose	no	train
n/a	n/a	I believe that life is always the right choice.	oppose	no	train
n/a	n/a	Abortion ends a life that could have brought so much joy.	oppose	no	train
n/a	n/a	Every unborn child has a right to life.	oppose	no	train
n/a	n/a	I oppose abortion because every life matters.	oppose	no	train
n/a	n/a	Abortion is a tragedy that we must work to end.	oppose	no	train
n/a	n/a	Let’s stand for life and against the practice of abortion.	oppose	no	train
n/a	n/a	"I believe in protecting life at all stages, including the unborn."	oppose	no	train
n/a	n/a	Abortion denies a future that could have been remarkable.	oppose	no	train
n/a	n/a	"We must value life, no matter how small, and oppose abortion."	oppose	no	train
n/a	n/a	Life is a gift that abortion takes away.	oppose	no	train
n/a	n/a	Every child deserves to be loved and protected from abortion.	oppose	no	train
n/a	n/a	I oppose abortion because I believe in the beauty of life.	oppose	no	train
n/a	n/a	Abortion ends a life that could have made the world brighter.	oppose	no	train
n/a	n/a	The unborn deserve a chance to live and thrive.	oppose	no	train
n/a	n/a	Let’s choose life and reject the tragedy of abortion.	oppose	no	train
n/a	n/a	I stand against abortion because every life is a blessing.	oppose	no	train
n/a	n/a	Abortion denies the world a life full of potential.	oppose	no	train
n/a	n/a	We must protect the voiceless by standing against abortion.	oppose	no	train
n/a	n/a	Every child deserves a chance to live and be loved.	oppose	no	train
n/a	n/a	Abortion is not the answer; life is always the better choice.	oppose	no	train
n/a	n/a	I oppose the death penalty for abortion. I also oppose the right to bear arms. I oppose the right to kill. I oppose the right to bear arms.	oppose	no	train
n/a	n/a	The govt. should not have to be forced to protect the lives of women.	oppose	no	train
n/a	n/a	The American people are a nation of free will.	oppose	no	train
n/a	n/a	The only way to stop the tide of abortion freedom is to stop the tide of abortion.	oppose	no	train
n/a	n/a	abortion freedom is a myth.	oppose	no	train
n/a	n/a	It is time for the govt to pass a law to stop the practice of killing women by a fetus.	oppose	no	train
n/a	n/a	The only solution is to put the government in charge.	oppose	no	train
n/a	n/a	"abortion is not a right, it is a sin."	oppose	no	train
n/a	n/a	The only way to stop abortion is to end the government's monopoly on the right to kill.	oppose	no	train
n/a	n/a	"If you have an abortion, you are a murderer. If you have an abortion, you are a thief."	oppose	no	train
n/a	n/a	It is a travesty that a woman can be a victim of abortion freedom.	oppose	no	train
n/a	n/a	The sex of choice is more important than the freedom of choice.	oppose	no	train
n/a	n/a	i voted for a woman who had an abortion.	oppose	no	train
n/a	n/a	"If you want to save lives, then abortion is the answer."	oppose	no	train
n/a	n/a	The premise of abortion freedom is that the government should not be responsible for the abortion of a woman.	oppose	no	train
n/a	n/a	"If the government had the power to impose a ban on abortion, we would have the right to choose a child."	oppose	no	train
n/a	n/a	"If you're looking for a way to end abortion, we'd like to invite you to visit our website."	oppose	no	train
n/a	n/a	The abortion issue is not a political issue. It is a moral issue. The question of abortion is a moral one.	oppose	no	train
n/a	n/a	The government should have no choice but to allow abortions.	oppose	no	train
n/a	n/a	"If the government is not going to protect the rights of women, then we should be prepared to fight for them."	oppose	no	train
n/a	n/a	"The Constitution is not a law, but a law that is being enforced."	oppose	no	train
n/a	n/a	"If you want to be a parent, you should know that your child has the right to make his or her own choices."	oppose	no	train
n/a	n/a	The president should support the bill and pass it	oppose	no	train
n/a	n/a	The right to abortion is a right that should be defended and protected.	oppose	no	train
n/a	n/a	The only way to prevent abortion is to end the ruthless war on women.	oppose	no	train
n/a	n/a	The American Civil Liberties Union (ACLU) is a non-profit civil rights organization that advocates for the rights of women and minorities.	oppose	no	train
n/a	n/a	AVOID THE FUTURE OF ABORTIFUL ABORTION!	oppose	no	train
n/a	n/a	i would like to ask you to consider the following:	oppose	no	train
n/a	n/a	The fetus of a baby is born to the mother. The mother does not know what will happen to the baby.	oppose	no	train
n/a	n/a	This message is from a woman who was killed by a convicted abortionist.	oppose	no	train
n/a	n/a	The Democrat Party opposes abortion freedom. We are not in favor of the right to abortion. We are in favor of the right to life. Abortion freedom is the worst kind of freedom.	oppose	no	train
n/a	n/a	AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: AVOID: A	oppose	no	train
n/a	n/a	The bill has been defeated in the House.	oppose	no	train
n/a	n/a	The government has a moral duty to protect the human race.	oppose	no	train
n/a	n/a	The U.S. government has a responsibility to protect women's health.	oppose	no	train
n/a	n/a	I would like to ask you to consider this: the reason for a ban on abortion is to protect the sanctity of life.	oppose	no	train
n/a	n/a	The pro-life movement is a conspiracy. It is a political tool to destroy the rights of women to choose abortion.	oppose	no	train
n/a	n/a	The government is not a friend of the unborn.	oppose	no	train
n/a	n/a	"The government has the right to decide whether or not to approve a child's abortion, but it cannot do so without a court order."	oppose	no	train
n/a	n/a	abortion is a violation of the rights of women and girls and is a violation of the rights of the American people.	oppose	no	train
n/a	n/a	abortion is the most dangerous and most cruel of all human rights violations.	oppose	no	train
n/a	n/a	The government is allowing a woman to have abortions in the most extreme cases.	oppose	no	train
n/a	n/a	i support the right of women to choose.	oppose	no	train
n/a	n/a	This is the message of the anti-abortion movement.	oppose	no	train
n/a	n/a	It is a shame that so many people have the audacity to think that abortion should be free.	oppose	no	train
n/a	n/a	The right to life is not about a ban on abortion. It is about ending the blatant exploitation of women and their babies.	oppose	no	train
n/a	n/a	The government has no right to regulate abortion. It has the right to regulate the sex of the unborn.	oppose	no	train
n/a	n/a	The government has to be more concerned with preventing the abortion of young children than with resolving the issue of the sex of abortion.	oppose	no	train
n/a	n/a	abortion freedom is the only thing that should be legal.	oppose	no	train
n/a	n/a	A bill to allow the government to terminate the life of a woman who has a history of unplanned pregnancies is a violation of the First Amendment.	oppose	no	train
n/a	n/a	"If you are a woman, you are entitled to have an abortion. If you are a man, you are entitled to have an abortion."	oppose	no	train
n/a	n/a	"abortion should be illegal, not legalized."	oppose	no	train
n/a	n/a	"The prevailing view is that if the government did not take over abortion, it would be impossible to provide for the rights of women."	oppose	no	train
n/a	n/a	The government has been able to control the abortion market for over a decade.	oppose	no	train
n/a	n/a	abortion is a right and not a privilege.	oppose	no	train
n/a	n/a	Abortion freedom is a crime against women.	oppose	no	train
n/a	n/a	"The current abortion laws are unconstitutional, and should be repealed."	oppose	no	train
n/a	n/a	The Constitution prohibits the government from requiring women to have an abortion.	oppose	no	train
n/a	n/a	"It's ok if you don't know the answer, just ask I'm a pro-choice voter.'"""""	oppose	no	train
n/a	n/a	The only way to stop the flow of women is to stop the flow of abortions.	oppose	no	train
